"","spp.abb","AphiaID","AphiaID_acc","Species","Genus","Family","Order","Class","Phylum","Body_Size.value","MovementMethod-burrower","MovementMethod-crawler","MovementMethod-floater","MovementMethod-motile","MovementMethod-permanent_attachment","MovementMethod-sessile","MovementMethod-swimmer","MovementMethod-temporary_attachment","MovementMethod-tube-dwelling","Feeding_Method-browser","Feeding_Method-deposit_feeder","Feeding_Method-filter_feeder","Feeding_Method-grazer","Feeding_Method-predator","Feeding_Method-scavenger","Feeding_Method-suspension_feeder","Sociability-colonial","Sociability-gregarious","Sociability-solitary","Sociability-sometimes_gregarious","Lifespan","Migration-irregular/single_migration","Migration-non-migratory","Migration-regular","Habitat-demersal","Habitat-epifaunal","Habitat-infaunal","Diet-benthic_organisms","Diet-detritus","Diet-macroalgae","Diet-micro-organisms","Diet-omnivore","Diet-plankton","Diet-sediment_particles","Diet-suspended_particles/material","Reproductive_Frequency-annual","Reproductive_Frequency-biannual","Reproductive_Frequency-semelparous","Larval_Feeding_Strategy-lecithotrophic","Larval_Feeding_Strategy-planktotrophic","Reproductive_Period-episodic","Reproductive_Period-protracted","Developmental_Mechanism-benthic_larval_development","Developmental_Mechanism-direct_development","Developmental_Mechanism-fission","Developmental_Mechanism-larval_development","Developmental_Mechanism-oviparous","Developmental_Mechanism-pelagic_larval_development","Reproductive_Timing-1","Reproductive_Timing-2","Reproductive_Timing-3","Reproductive_Timing-4","Reproductive_Timing-5","Reproductive_Timing-6","Reproductive_Timing-7","Reproductive_Timing-8","Reproductive_Timing-9","Reproductive_Timing-10","Reproductive_Timing-11","Reproductive_Timing-12","Age_at_Maturity.value","Larval_Duration.value","Fecundity.value","Size_of_Eggs.value"
"Macropipus tuberculatus","Mcrppt",107397,107397,"Macropipus tuberculatus","Macropipus","Polybiidae","Decapoda","Malacostraca","Arthropoda",0.0446374640328362,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256429893865453,NA
"Macropodia tenuirostris","Mcrpdt",107346,107346,"Macropodia tenuirostris","Macropodia","Inachidae","Decapoda","Malacostraca","Arthropoda",-0.308299842647384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483031299273281,NA,NA
"Mactra stultorum","Mcts",140299,140299,"Mactra stultorum","Mactra","Mactridae","Veneroida","Bivalvia","Mollusca",-0.441843688418278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Othomaera othonis","Otho",102821,534781,"Othomaera othonis","Maera","Maeridae","Amphipoda","Malacostraca","Arthropoda",-0.346455227153354,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maerella tenuimana","Mrlt",102831,102831,"Maerella tenuimana","Maerella","Maeridae","Amphipoda","Malacostraca","Arthropoda",-0.403688303912308,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maja squinado","Mjsq",107350,107350,"Maja squinado","Maja","Majidae","Decapoda","Malacostraca","Arthropoda",3.80294283787086,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,1,1,0,-0.292226045585151,-0.817003117784547,-0.233404726810013,NA
"Marphysa bellii","Mrpb",130072,130072,"Marphysa bellii","Marphysa","Eunicidae","Eunicida","Polychaeta","Annelida",-0.298760996520892,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mediomastus fragilis","Mdmf",129892,129892,"Mediomastus fragilis","Mediomastus","Capitellidae","Capitellida","Polychaeta","Annelida",-0.42753541922854,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metridium senile","Mtrs",100982,100982,"Metridium senile","Metridium","Metridiidae","Actiniaria","Anthozoa","Cnidaria",4.27988514419548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,NA,2.02175733956122,NA,NA
"Modiolus modiolus","Mdlm",140467,140467,"Modiolus modiolus","Modiolus","Mytilidae","Mytiloida","Bivalvia","Mollusca",-0.394149457785816,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,3.60117783685792,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52044964317193,-0.483031299273281,-0.0198526279661578,NA
"Musculus discors","Mscd",140472,140472,"Musculus discors","Musculus","Mytilidae","Mytiloida","Bivalvia","Mollusca",-0.4771374190863,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,-0.468643458706658,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,NA,NA,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967064855419743
"Mya arenaria","Myar",140430,140430,"Mya arenaria","Mya","Myidae","Myoida","Bivalvia","Mollusca",-0.346455227153354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.359727247470203,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483031299273281,0.992242627217992,-0.615659172863791
"Mytilus edulis","Myte",140480,140480,"Mytilus edulis","Mytilus","Mytilidae","Mytiloida","Bivalvia","Mollusca",-0.298760996520892,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,-0.292226045585151,2.02175733956122,NA,-0.453328503296249
"Nephrops norvegicus","Nphn",107254,107254,"Nephrops norvegicus","Nephrops","Nephropidae","Decapoda","Malacostraca","Arthropoda",-0.260605612014922,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,-0.18051451742775,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,NA,0.0179264284936194,NA,NA
"Nephtys caeca","Nphtyscc",130355,130355,"Nephtys caeca","Nephtys","Nephtyidae","Phyllodocida","Polychaeta","Annelida",1.89517361257237,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.270346203624235,NA
"Nephtys cirrosa","Nphtyscr",130357,130357,"Nephtys cirrosa","Nephtys","Nephtyidae","Phyllodocida","Polychaeta","Annelida",-0.394149457785816,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephtys hombergii","Nphh",130359,130359,"Nephtys hombergii","Nephtys","Nephtyidae","Phyllodocida","Polychaeta","Annelida",-0.298760996520892,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.468643458706658,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,0.0179264284936194,NA,0.290687065554985
"Nephtys incisa","Nphi",130362,130362,"Nephtys incisa","Nephtys","Nephtyidae","Phyllodocida","Polychaeta","Annelida",-0.42753541922854,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Neptunea antiqua","Npta",138920,138920,"Neptunea antiqua","Neptunea","Buccinidae","Neogastropoda","Gastropoda","Mollusca",-0.298760996520892,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.60117783685792,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52044964317193,NA,NA,NA
"Notomastus latericeus","Ntml",129898,129898,"Notomastus latericeus","Notomastus","Capitellidae","Capitellida","Polychaeta","Annelida",-0.203372535255967,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.900496072412364,NA,NA
"Nucella lapillus","Ncll",140403,140403,"Nucella lapillus","Nucella","Muricidae","Neogastropoda","Gastropoda","Mollusca",-0.449474765319472,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.18051451742775,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.292226045585151,NA,NA,-0.994430735188055
"Nucula nitidosa","Ncln",140589,140589,"Nucula nitidosa","Nucula","Nuculidae","Nuculida","Bivalvia","Mollusca",-0.4771374190863,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-0.292226045585151,-0.817003117784547,NA,-0.0475018293773939
"Nucula sulcata","Ncls",140592,140592,"Nucula sulcata","Nucula","Nuculidae","Nuculida","Bivalvia","Mollusca",-0.298760996520892,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Obelia longissima","Obll",117389,117389,"Obelia longissima","Obelia","Campanulariidae","Leptothecata","Hydrozoa","Cnidaria",2.84905822522161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,0,0,0,-0.50858571395108,-0.483031299273281,NA,0.290687065554985
"Ophelia borealis","Ophb",130491,130491,"Ophelia borealis","Ophelia","Opheliidae","Opheliida","Polychaeta","Annelida",-0.441843688418278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiothrix fragilis","Ophf",125131,125131,"Ophiothrix fragilis","Ophiothrix","Ophiotrichidae","Ophiurida","Ophiuroidea","Echinodermata",-0.470460226797756,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,-0.18051451742775,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,-0.50858571395108,-0.483031299273281,NA,NA
"Ophiura albida","Opha",124913,124913,"Ophiura albida","Ophiura","Ophiuridae","Ophiurida","Ophiuroidea","Echinodermata",-0.47809130369895,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,-0.468643458706658,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiura ophiura","Opho",124929,124929,"Ophiura ophiura","Ophiura","Ophiuridae","Ophiurida","Ophiuroidea","Echinodermata",-0.456151957608017,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,-0.18051451742775,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,NA,NA,NA
"Owenia fusiformis","Ownf",130544,130544,"Owenia fusiformis","Owenia","Oweniidae","Sabellida","Polychaeta","Annelida",-0.394149457785816,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,-0.468643458706658,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.292226045585151,-0.483031299273281,-0.255164774796473,-0.385690724309773
"Pagurus bernhardus","Pgrb",107232,107232,"Pagurus bernhardus","Pagurus","Paguridae","Decapoda","Malacostraca","Arthropoda",-0.155678304623505,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.468643458706658,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.50858571395108,-0.483031299273281,-0.269081084555255,-1.05530473627588
"Palinurus elephas","Plne",107703,107703,"Palinurus elephas","Palinurus","Palinuridae","Decapoda","Malacostraca","Arthropoda",4.27988514419548,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,2.02175733956122,NA,NA
"Patella ulyssiponensis","Ptlu",140684,140684,"Patella ulyssiponensis","Patella","Patellidae","Patellogastropoda","Gastropoda","Mollusca",-0.42753541922854,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0.359727247470203,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,0.789572296244495,-0.817003117784547,NA,NA
"Patella vulgata","Ptlv",140685,140685,"Patella vulgata","Patella","Patellidae","Patellogastropoda","Gastropoda","Mollusca",0.082792848538806,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0.359727247470203,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.817003117784547,NA,0.0201359496090819
"Pecten maximus","Pctm",140712,140712,"Pecten maximus","Pecten","Pectinidae","Pectinoida","Bivalvia","Mollusca",0.941288999923126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.359727247470203,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,NA,-0.483031299273281,5.04062364795459,NA
"Pentapora fascialis","Pntf",111082,111082,"Pentapora fascialis","Pentapora","Bitectiporidae","Cheilostomatida","Gymnolaemata","Bryozoa",0.941288999923126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.18051451742775,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,NA,-0.967290436114617,NA,NA
"Phaxas pellucidus","Phxp",140737,140737,"Phaxas pellucidus","Phaxas","Pharidae","Euheterodonta","Bivalvia","Mollusca",-0.451382534544771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philine aperta","Phla",140744,140744,"Philine aperta","Philine","Philinidae","Cephalaspidea","Gastropoda","Mollusca",0.17818130980373,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.468643458706658,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,NA,2.02175733956122,-0.260225251072393,NA
"Phoronis muelleri","Phrm",128549,128549,"Phoronis muelleri","Phoronis","Phoronida","Phoronida","Phoronida","Phoronida",-0.375071765532831,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.633318617603351,NA,NA
"Photis longicaudata","Phtl",102383,102383,"Photis longicaudata","Photis","Photidae","Amphipoda","Malacostraca","Arthropoda",-0.483814611374845,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pisidia longicornis","Psdl",107188,107188,"Pisidia longicornis","Pisidia","Porcellanidae","Decapoda","Malacostraca","Arthropoda",-0.479999072924248,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.468643458706658,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,NA,0.0179264284936194,NA,NA
"Pisione remota","Psnr",130707,130707,"Pisione remota","Pisione","Sigalionidae","Phyllodocida","Polychaeta","Annelida",-0.394149457785816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poecilochaetus serpens","Pcls",130711,130711,"Poecilochaetus serpens","Poecilochaetus","Poecilochaetidae","Spionida","Polychaeta","Annelida",NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polydora ciliata","Plyc",131141,131141,"Polydora ciliata","Polydora","Spionidae","Spionida","Polychaeta","Annelida",-0.460921380671263,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,-0.50858571395108,0.0179264284936194,-0.27257281318564,NA
"Spirobranchus triqueter","Sprt",131027,555935,"Spirobranchus triqueter","Pomatoceros","Serpulidae","Sabellida","Polychaeta","Annelida",-0.47809130369895,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,NA,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,-0.483031299273281,NA,NA
"Pontocrates altamarinus","Pnta",102916,102916,"Pontocrates altamarinus","Pontocrates","Oedicerotidae","Amphipoda","Malacostraca","Arthropoda",-0.482860726762196,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Porania pulvillus","Prnp",125166,125166,"Porania pulvillus","Porania","Poraniidae","Valvatida","Asteroidea","Echinodermata",0.464346693598504,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,-0.18051451742775,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292226045585151,NA,NA,NA
"Processa canaliculata","Prcc",107682,107682,"Processa canaliculata","Processa","Processidae","Decapoda","Malacostraca","Arthropoda",0.2163366943097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,-0.648724047005975,0,1,0,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,NA
"Protanthea simplex","Prts",100913,100913,"Protanthea simplex","Protanthea","Gonactiniidae","Actiniaria","Anthozoa","Cnidaria",-0.475229649861002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0,0,NA,-0.483031299273281,NA,NA
"Psammechinus miliaris","Psmm",124319,124319,"Psammechinus miliaris","Psammechinus","Parechinidae","Camarodonta","Echinoidea","Echinodermata",-0.0125956127261184,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.18051451742775,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,-0.50858571395108,0.0179264284936194,0.359683092727898,NA
"Pycnogonum litorale","Pycl",239867,239867,"Pycnogonum litorale","Pycnogonum","Pycnogonidae","Pantopoda","Pycnogonida","Arthropoda",-0.441843688418278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabellaria alveolata","Sbla",130866,130866,"Sabellaria alveolata","Sabellaria","Sabellariidae","Sabellida","Polychaeta","Annelida",-0.107984073991043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.468643458706658,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,-0.50858571395108,2.02175733956122,NA,NA
"Sabellaria spinulosa","Sbls",130867,130867,"Sabellaria spinulosa","Sabellaria","Sabellariidae","Sabellida","Polychaeta","Annelida",-0.460921380671263,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,-0.468643458706658,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0.0179264284936194,NA,NA
"Sagartia elegans","Sgre",100991,100991,"Sagartia elegans","Sagartia","Sagartiidae","Actiniaria","Anthozoa","Cnidaria",0.082792848538806,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,0,NA,NA,NA,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50858571395108,NA,NA,-0.453328503296249
"Sagartiogeton undatus","Sgru",101002,101002,"Sagartiogeton undatus","Sagartiogeton","Sagartiidae","Actiniaria","Anthozoa","Cnidaria",0.655123616128352,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scalibregma inflatum","Scli",130980,130980,"Scalibregma inflatum","Scalibregma","Scalibregmatidae","Opheliida","Polychaeta","Annelida",-0.394149457785816,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
